CYCLES;0xE1;0xE2;0xE7;0xE0;0x17;Ox12
4595264;341;40;197811;190909;7;690811 
4595305;263;27;197742;190970;5;690808 
4595000;388;25;197841;190777;5;690810 
4595050;303;33;197756;190807;5;690809 
4595160;416;39;197583;190823;5;690807 
4594936;251;9;197703;190737;5;690806 
4595023;290;16;197777;190755;6;690807 
4595126;378;5;197860;190728;6;690806 
4595555;300;27;198115;190848;8;690809 
4595254;380;48;197812;190838;9;690810 
4595453;430;30;198003;190876;5;690811 
4595383;298;18;197921;190871;7;690808 
4596574;346;64;199094;190938;6;690811 
4595342;556;34;198004;190826;8;690811 
4595382;495;36;197708;190975;8;690813 
4595341;299;39;198108;190914;6;690810 
4595037;484;21;197741;190747;8;690808 
4595554;504;24;197845;191103;8;690809 
4595133;364;17;197759;190805;7;690808 
4595211;351;8;197693;190812;6;690806 
4595248;277;17;197769;190879;4;690807 
4594703;292;16;197650;190735;3;690807 
4595011;246;9;197842;190737;6;690806 
4596326;513;44;198856;190789;6;690811 
4595974;489;52;198743;190741;9;690809 
4595278;336;27;197858;190949;6;690810 
4595513;412;17;197920;190883;6;690809 
4595242;392;64;197788;190916;4;690811 
4595721;425;39;197896;191254;4;690812 
4595250;467;65;197878;190922;4;690812 
4595209;307;47;197743;190822;5;690808 
4595163;322;47;197752;190944;6;690808 
4594959;479;40;197810;190693;6;690810 
4594938;382;29;197677;190816;6;690811 
4595025;269;5;197691;190769;9;690806 
4594954;184;9;197691;190793;11;690806 
4595828;551;16;198403;190764;14;690807 
4594996;332;20;197612;190804;4;690807 
4595537;371;41;197910;190938;6;690809 
4595310;331;31;198048;190740;10;690808 
4595870;1403;32;197741;190706;5;690811 
4594929;394;31;197786;190784;5;690810 
4596100;376;35;198544;191024;6;690812 
4595064;400;208;197778;190747;5;690811 
4595572;354;43;197860;191099;6;690812 
4595916;678;25;197978;190955;8;690809 
4595189;459;22;197588;190955;5;690808 
4595537;470;199;197765;190891;12;690809 
4595509;489;22;197996;190817;10;690809 
4595135;247;8;197701;190821;10;690806 
4595222;354;5;197866;190779;8;690806 
4595104;189;10;197693;190832;7;690806 
4597099;638;88;198017;192259;8;690823 
4594502;337;34;197644;190760;3;690810 
4595102;236;28;197941;190789;6;690808 
4596033;319;1128;197606;190851;4;690809 
4596560;389;35;199162;190911;8;690811 
4595223;335;50;197957;190842;5;690812 
4595576;289;203;198105;190864;7;690810 
4595391;317;196;197620;190960;7;690809 
4595248;353;29;197852;190915;8;690810 
4595264;341;47;197910;190859;13;690808 
4595451;438;35;197744;190957;6;690808 
4594883;268;9;197693;190741;13;690806 
4595078;349;20;197788;190760;4;690807 
4595583;367;9;198191;190768;9;690806 
4595803;201;9;198643;190733;7;690806 
4595208;503;23;197760;190781;8;690809 
4596299;355;31;198732;191019;11;690810 
4595404;328;26;198089;190767;10;690808 
4595323;305;29;197929;190943;6;690810 
4595425;512;40;197860;190963;6;690811 
4596925;454;57;199492;190918;10;690813 
4595194;348;61;197810;190860;5;690810 
4595433;315;48;197905;190887;11;690808 
4595280;354;41;197854;190888;15;690809 
4595411;392;25;197807;191040;5;690809 
4595109;319;20;197735;190796;7;690807 
4595123;265;4;197691;190816;4;690806 
4595626;249;17;197968;190993;6;690807 
4595642;937;17;197764;190777;4;690807 
4594751;238;23;197619;190747;4;690809 
4595224;304;30;197775;190976;4;690809 
4595582;463;57;197842;190990;7;690810 
4594858;337;22;197793;190728;6;690810 
4595577;377;35;197982;191026;6;690812 
4595296;373;34;197922;190840;7;690810 
4595837;399;39;198614;190895;6;690814 
4597091;369;22;197823;192588;6;690809 
4595225;278;23;197751;190967;6;690808 
4595481;400;49;197779;190954;6;690808 
4595103;324;25;197872;190854;7;690810 
4595152;502;16;197618;190823;5;690807 
4594927;227;9;197693;190754;4;690806 
4595084;377;8;197696;190761;7;690806 
4595559;642;16;197983;190783;9;690807 
4595322;337;22;197939;190870;6;690810 
4595334;439;33;198038;190742;6;690808 
4595103;332;33;197747;190840;6;690809 
4595617;565;61;198069;190911;9;690813 
4595962;361;39;198017;191193;7;690811 
4595195;426;62;197619;190925;6;690812 
4594865;307;38;197768;190771;5;690810 
4595409;467;53;197816;190940;9;690809 
4597061;2113;34;197765;190964;6;690809 
4594984;348;21;197608;190852;5;690808 
4595028;273;4;197701;190783;15;690806 
4595315;405;16;197793;190870;7;690807 
4595001;356;9;197693;190735;8;690806 
4596382;248;8;199078;190791;6;690806 
4594883;262;35;197898;190738;7;690808 
4595672;420;26;198046;190942;5;690811 
4595207;463;28;197811;190821;8;690811 
4595049;341;31;197762;190786;12;690809 
4596780;1805;26;197978;190909;8;690812 
4595224;470;51;197913;190884;5;690812 
4595166;386;61;197799;190894;4;690811 
4595398;449;46;197795;190946;6;690808 
4595256;400;27;197951;190800;5;690809 
4595321;489;51;197722;190961;6;690809 
4595112;418;29;197757;190755;10;690807 
4594713;252;10;197702;190668;4;690806 
4594897;450;16;197782;190704;7;690807 
4595294;276;16;197790;190916;5;690807 
4595109;418;17;197727;190783;4;690807 
4595284;302;48;197919;190877;15;690808 
4595391;495;55;197924;190941;6;690811 
4596238;441;27;198449;191011;11;690809 
4595550;378;60;198102;190972;10;690812 
4595078;472;32;197792;190803;7;690810 
4596124;721;53;198503;190851;12;690813 
4595893;554;26;197799;191230;6;690811 
4595346;387;22;197927;190834;7;690808 
4595288;364;35;197783;190912;7;690808 
4596240;401;31;198468;191091;9;690810 
4595288;325;16;197764;190901;4;690807 
4594719;186;9;197539;190793;4;690806 
4594916;232;9;197541;190814;4;690806 
4595008;285;12;197840;190772;7;690807 
4596106;468;36;197835;191765;14;690810 
4595034;470;48;197626;190771;6;690808 
4596931;396;30;199059;191050;11;690810 
4597004;568;40;199125;191074;16;690810 
4594809;325;39;197808;190724;5;690812 
4595896;423;25;198409;190917;9;690810 
4595157;366;49;197785;190893;5;690811 
4595147;307;31;197726;190949;4;690809 
4596516;562;1226;197735;190893;20;690808 
4595233;474;33;197618;190919;4;690808 
4595319;329;26;197789;190864;6;690808 
4595510;312;15;198122;190916;7;690808 
4595112;355;8;197859;190707;8;690806 
4594587;347;9;197539;190649;4;690806 
4595135;247;10;197842;190766;17;690806 
4595239;412;31;197663;191010;4;690810 
4595449;367;36;197752;190958;6;690808 
4595493;301;32;197764;191036;7;690809 
4595411;388;40;197747;190995;5;690809 
4595569;493;63;197783;191050;4;690812 
4596101;371;34;197837;191759;5;690810 
4595316;336;22;197933;190814;7;690808 
4595080;384;28;197842;190828;6;690809 
4594846;324;35;197737;190745;7;690808 
4595283;247;10;197694;190886;4;690806 
4595335;448;16;197817;190855;6;690807 
4594916;328;17;197798;190738;6;690807 
4595258;358;9;197843;190781;7;690806 
4595125;315;28;197765;190838;6;690809 
4595312;422;32;197822;190868;10;690809 
4595143;364;34;197819;190873;6;690810 
4595257;356;22;197758;190913;5;690809 
4595310;325;62;198171;190788;7;690811 
4595407;432;34;197828;190977;5;690813 
4595434;346;36;197955;190972;5;690813 
4595473;401;22;197770;191059;5;690808 
4595291;407;22;197744;190987;5;690808 
4595411;493;52;197861;190895;18;690809 
4594902;482;25;197779;190733;6;690808 
4595139;229;8;197693;190850;10;690806 
4595222;450;5;197692;190796;8;690806 
4595978;329;17;198439;190871;15;690807 
4595386;400;11;197915;190806;6;690807 
4595310;308;57;197763;190975;6;690809 
4595391;448;36;197905;190833;8;690808 
4595309;461;53;197696;190910;3;690810 
4595885;573;31;198009;191022;8;690812 
4595384;481;59;197957;190869;6;690811 
4595526;479;49;197925;191002;7;690810 
4595494;380;35;198181;190868;9;690810 
4595307;322;33;197764;190846;5;690808 
4595612;497;21;197817;191155;6;690808 
4595076;357;32;197767;190771;12;690808 
4595377;440;21;197956;190774;7;690807 
4594582;250;9;197702;190626;6;690806 
4595205;350;9;197692;190825;8;690806 
4595262;290;10;197692;190864;5;690806 
4595378;459;30;197861;190912;5;690811 
4595427;342;21;197936;190918;9;690809 
4595054;289;43;197763;190766;6;690808 
4595474;333;50;197974;190925;5;690810 
4596022;434;32;198140;191107;6;690812 
4595890;493;42;198288;190916;8;690812 
4596431;1869;59;197774;190797;7;690810 
4595677;509;22;198086;190858;7;690808 
4595115;347;39;197691;190950;5;690809 
4595226;436;44;197764;190866;14;690808 
4594924;263;17;197609;190866;5;690808 
4596613;1740;13;197895;190742;6;690806 
4595309;491;18;197818;190811;5;690807 
4595210;434;36;197759;190813;5;690808 
4595306;472;49;197909;190747;5;690808 
4595604;448;23;198012;190938;7;690810 
4595518;364;30;197830;191003;5;690810 
4595254;304;36;197783;190927;5;690809 
4596552;484;59;198924;190867;6;690811 
4596642;551;60;198953;191023;5;690813 
4595773;555;63;198237;190962;8;690813 
4595333;405;33;197766;190934;10;690808 
4594969;312;43;197604;190858;8;690808 
4596521;357;53;198760;191204;12;690809 
4595497;400;25;197827;190925;4;690809 
4596209;363;9;198670;190828;6;690806 
4595293;365;9;197857;190779;6;690806 
4595050;285;16;197768;190755;9;690807 
4595304;340;16;197808;190862;5;690807 
4595345;334;32;198088;190823;9;690810 
4595313;403;48;197915;190796;8;690809 
4595263;605;22;198023;190682;7;690812 
4595917;674;30;197982;190988;10;690812 
4595477;337;32;197959;190982;5;690811 
4595411;467;58;197928;190884;10;690811 
4596725;372;35;198926;191085;12;690810 
4595049;243;47;197761;190834;5;690808 
4595114;332;26;197905;190765;7;690808 
4595067;294;23;197611;190904;3;690808 
4595647;279;17;198192;190875;8;690807 
4595409;374;8;197865;190825;13;690806 
4595004;210;10;197551;190853;5;690806 
4595348;203;8;197994;190811;7;690806 
4595716;365;25;197907;191099;5;690810 
4595456;436;53;197833;190922;6;690809 
4595140;415;25;197767;190793;5;690808 
4595041;253;27;197780;190834;6;690810 
4595592;468;209;197907;190960;7;690815 
4595489;370;42;198080;190944;5;690811 
4594957;297;59;197629;190917;5;690811 
4595018;293;26;197608;190887;4;690808 
4595061;360;198;197673;190770;6;690810 
4595567;423;49;197893;190942;11;690808 
4595647;793;16;197744;190866;5;690807 
4594863;233;4;197693;190725;14;690806 
4595158;464;21;197944;190685;8;690807 
4595353;237;10;197993;190805;10;690806 
4595223;328;25;197773;190935;6;690810 
4595708;467;29;198110;190968;10;690809 
4595912;327;30;198775;190868;6;690810 
4595559;523;17;197939;190832;6;690808 
4595598;728;64;198116;190765;8;690811 
4595912;698;39;197965;190968;5;690812 
4595632;709;34;198043;190866;6;690812 
4595308;315;21;197757;191023;5;690808 
4595033;276;48;197590;190882;4;690808 
4594972;493;40;197650;190740;6;690809 
4595563;406;25;197798;190988;10;690809 
4595070;361;9;197691;190770;12;690806 
4595336;425;8;197856;190783;5;690806 
4594968;419;16;197777;190726;7;690807 
4595324;345;11;198038;190757;6;690807 
4596242;382;38;198690;190950;6;690810 
4595538;312;17;197964;190966;12;690808 
4595266;568;53;198027;190707;8;690810 
4595383;430;31;197958;190899;7;690810 
4595309;321;46;197804;191095;5;690812 
4595015;346;35;197650;190913;3;690811 
4595807;506;70;198060;191010;8;690813 
4595903;543;26;198026;191050;7;690809 
4595228;266;33;197765;190950;5;690808 
4595252;282;28;197750;190899;7;690808 
4595570;503;43;197852;190874;8;690809 
4595591;527;10;197856;190843;6;690806 
4595261;254;9;197856;190811;8;690806 
4594522;212;9;197696;190615;12;690806 
4595600;516;26;197862;190990;6;690810 
4595576;370;49;198071;190846;12;690809 
4595069;299;25;197896;190760;6;690808 
4595053;292;31;197611;190890;4;690809 
4595727;680;213;198054;190830;8;690811 
4595269;428;38;197895;190881;5;690812 
4595873;504;33;198107;190989;10;690811 
4595193;345;21;197772;190824;5;690808 
4595144;365;50;197668;190927;5;690809 
4595288;277;34;197892;190883;5;690808 
4595105;297;45;197590;190855;9;690808 
4595043;234;5;197690;190822;7;690806 
4594959;415;16;197655;190766;3;690807 
4595099;232;8;197705;190830;12;690806 
4595218;251;12;197876;190831;13;690807 
4595058;415;27;197745;190787;14;690808 
4595179;519;30;197698;190879;4;690812 
4597251;1990;37;197783;191022;7;690811 
4595679;526;61;197943;190970;9;690812 
4594849;404;41;197842;190831;6;690812 
4595756;669;50;197893;190981;7;690812 
4595315;339;39;197765;190959;8;690810 
4595418;602;21;197776;190820;9;690809 
4595554;375;27;197843;191073;4;690809 
4595212;365;20;197619;191030;5;690808 
4594795;234;9;197540;190760;5;690806 
4595715;446;16;198113;190855;12;690807 
4594883;412;21;197798;190655;14;690807 
4595277;226;8;197849;190838;12;690806 
4595562;445;40;197932;190880;6;690810 
4595200;350;54;197824;190888;5;690809 
4595427;455;31;197937;190958;7;690810 
4595482;697;49;197743;190826;9;690808 
4595635;512;41;197844;191040;6;690811 
4595651;374;49;198191;190894;8;690811 
4594956;448;36;197944;190804;6;690812 
4595266;285;27;197739;190901;6;690808 
4595084;289;21;197577;191046;5;690809 
4595148;477;31;197654;190818;5;690809 
4594804;499;52;197677;190675;5;690809 
4595146;245;5;197842;190778;10;690806 
4594745;351;10;197539;190697;4;690806 
4595317;249;16;197912;190857;15;690807 
4594972;280;12;197663;190808;4;690807 
4595115;283;43;197742;190829;4;690809 
4595374;413;34;198074;190788;10;690809 
4595356;372;31;197729;191008;4;690810 
4597092;426;34;199644;190900;6;690810 
4595856;441;30;198298;190948;7;690811 
4595764;490;44;197793;191079;7;690810 
4594980;421;44;197710;190917;4;690812 
4595319;377;25;197882;190872;8;690809 
4595169;490;48;197600;190821;6;690808 
4595039;449;27;197580;190817;5;690808 
4596213;354;28;198494;191070;15;690809 
4594693;308;16;197796;190642;6;690807 
4594627;306;9;197540;190686;5;690806 
4594971;303;8;197542;190794;5;690806 
4595480;527;21;197833;190896;7;690809 
4595162;557;34;197990;190716;7;690810 
4594886;309;17;197602;190794;4;690808 
4595720;394;53;198067;190936;9;690809 
4595541;358;30;197935;191014;6;690812 
4595088;452;37;197784;190818;6;690811 
4595496;336;43;197948;191011;6;690811 
4595319;333;38;197810;190906;7;690812 
4595665;421;51;197852;191056;6;690809 
4595131;375;21;197881;190828;12;690808 
4594939;245;46;197761;190738;7;690809 
4595126;292;30;197741;190818;8;690807 
4596261;380;17;198767;190869;5;690808 
4594918;190;9;197689;190773;5;690806 
4595282;266;9;197855;190837;5;690806 
4595415;427;45;197741;190872;7;690807 
4596774;316;26;199320;190953;10;690812 
4596401;174;21;199126;190850;7;690808 
4595500;417;34;197743;190959;14;690809 
4596228;283;57;198994;190792;8;690810 
4596175;586;34;198705;190859;10;690813 
4596690;344;52;199590;190767;8;690811 
4596075;265;46;197789;191842;5;690809 
4595527;480;53;197950;190949;8;690810 
4595057;296;51;197713;190951;5;690810 
4596291;262;22;197603;192092;5;690808 
4595249;342;9;197693;190847;6;690806 
4595494;514;17;197830;190892;12;690807 
4595359;346;15;198036;190753;8;690808 
4595181;267;10;197855;190769;6;690806 
4594849;303;12;197617;190780;4;690808 
4595487;571;56;197819;190848;6;690811 
4595580;316;27;197978;190926;7;690809 
4595065;343;30;197752;190889;10;690810 
4595699;345;61;198109;191045;8;690812 
4595542;567;41;198032;190998;9;690812 
4595797;552;27;198317;190878;6;690811 
4595287;422;21;197790;190894;7;690808 
4595416;348;33;197604;191014;6;690808 
4595051;353;33;197664;190815;5;690809 
4595368;345;46;197660;191142;3;690808 
4594921;333;8;197694;190713;6;690806 
4595537;307;8;197997;190851;11;690806 
4595125;286;18;197788;190838;5;690807 
4595047;356;23;197672;190855;4;690809 
4595147;283;33;197921;190794;5;690808 
4595470;440;29;197961;190855;6;690809 
4595517;676;26;197860;190856;18;690809 
4595710;590;30;197848;190994;7;690812 
4595528;474;62;197931;191020;6;690810 
4595275;348;33;197810;190919;5;690813 
4595285;392;25;198006;190909;6;690810 
4595159;310;21;197594;190952;5;690808 
4595027;219;197;197594;190859;6;690808 
4594989;304;21;197776;190794;13;690808 
4595146;427;21;197797;190744;6;690807 
4595296;244;9;197995;190791;8;690806 
4595073;231;8;197693;190818;4;690806 
4595434;514;9;197719;190851;5;690806 
4595298;356;30;198029;190821;6;690810 
4595250;339;25;197628;190975;5;690809 
4595260;473;23;197764;190856;6;690809 
4595114;266;32;197955;190875;7;690810 
4595780;526;30;198103;190998;6;690812 
4595379;500;36;197807;190900;7;690810 
4595719;412;49;197934;191005;9;690809 
4595493;349;48;197979;190914;7;690809 
4595301;394;30;198127;190733;8;690810 
4595331;361;44;197728;190939;14;690808 
4595256;227;8;197855;190848;6;690806 
4595304;338;12;197970;190785;7;690807 
4595383;334;12;197813;190907;4;690807 
4595146;252;9;197541;190909;3;690806 
4596926;341;30;199633;190824;8;690809 
4595309;451;46;197720;190994;4;690810 
4595228;372;25;197829;190887;8;690809 
4595550;434;30;197949;190935;9;690810 
4595231;342;46;197788;190992;5;690810 
4595881;583;43;198332;190943;9;690812 
4595635;542;49;197865;190986;7;690812 
4595146;362;48;197798;190827;5;690808 
4595452;494;24;197883;190896;8;690808 
4595351;442;53;197677;190932;5;690810 
4595398;573;29;197847;190892;7;690810 
4596214;311;9;198689;190835;4;690806 
4595446;404;9;197856;190814;13;690806 
4595122;493;16;197773;190715;5;690807 
4595078;360;13;197799;190754;5;690809 
4595263;324;35;198054;190716;11;690809 
4595335;423;32;197805;190872;6;690809 
4595848;365;49;198147;191019;11;690810 
4596804;477;43;198829;191518;6;690812 
4595374;380;26;197928;190875;7;690811 
4595572;385;40;197809;191082;5;690812 
4595446;657;60;198005;190837;9;690811 
4595312;372;29;198003;190897;6;690810 
4595312;426;24;197814;190879;7;690808 
4595797;322;22;198300;190869;15;690808 
4595563;371;47;197853;191014;5;690809 
4595256;344;9;197691;190856;10;690806 
4596787;369;8;199285;190798;6;690806 
4595057;252;10;197844;190729;8;690806 
4595451;542;26;197721;190964;6;690810 
4595316;390;45;197815;190864;5;690810 
4595383;308;46;197938;190839;10;690810 
4595625;429;49;197917;190908;7;690808 
4595308;641;34;197753;190911;6;690813 
4595068;291;32;197818;190844;5;690811 
4595111;343;22;197944;190743;7;690808 
4595335;474;52;197633;190981;5;690809 
4595084;371;21;197610;190902;5;690808 
4595147;235;9;197691;190833;13;690806 
4595137;451;16;197788;190755;8;690807 
4595532;435;16;198044;190848;12;690807 
4595075;339;8;197689;190788;6;690806 
4595226;258;52;197948;190801;7;690810 
4595313;300;28;197971;190879;8;690809 
4595480;535;27;197840;190850;5;690811 
4594907;252;31;197777;190824;5;690810 
4595156;342;41;197639;191011;4;690812 
4595786;557;256;197932;190957;8;690812 
4595512;471;35;197871;191124;5;690812 
4595282;442;27;197759;190859;6;690808 
4596679;407;182;198876;190971;7;690808 
4594974;387;31;197861;190741;5;690809 
4596341;1456;39;197820;190839;14;690808 
4595055;272;8;197694;190777;12;690806 
4594816;233;8;197539;190761;4;690806 
4595003;347;16;197952;190704;10;690807 
4596482;365;25;198928;190888;7;690807 
4595384;505;56;197777;190877;6;690809 
4595172;457;46;197798;190774;6;690811 
4595180;361;24;197849;190871;6;690810 
4595298;419;26;198012;190865;6;690811 
4596306;348;49;198854;190943;5;690811 
4595052;336;42;197818;190817;4;690811 
4596079;565;63;198008;191140;7;690811 
4595373;470;44;197767;190899;7;690809 
4594826;289;49;197601;190785;5;690808 
4595144;438;22;197733;190836;10;690809 
4595350;314;20;197817;190882;13;690807 
4594763;377;10;197539;190690;5;690806 
4595010;368;9;197705;190723;6;690806 
4595403;290;9;197991;190809;6;690806 
4595503;424;27;197995;190877;6;690809 
4595416;244;30;198220;190862;8;690809 
4595068;269;45;197753;190796;6;690808 
4595358;340;33;197930;190918;5;690810 
4597048;418;61;199454;190945;8;690811 
4595941;521;56;198243;191035;6;690812 
4594977;361;49;197623;190818;3;690810 
4594716;294;195;197731;190629;6;690809 
4595007;458;52;197915;190712;8;690809 
4595146;270;47;197782;190864;5;690808 
4595157;159;16;197893;190836;7;690807 
4595151;446;9;197708;190754;7;690806 
4595204;320;20;197786;190882;4;690807 
4595266;355;8;197691;190851;10;690806 
4595013;250;13;197583;190857;3;690807 
4595593;422;48;197958;190871;9;690809 
4595134;376;30;197864;190843;4;690810 
4595154;530;18;197760;190786;7;690808 
4594982;340;58;197979;190787;6;690811 
4595936;475;34;198472;190928;10;690812 
4595377;561;44;198051;190902;7;690813 
4595075;298;32;197767;190854;5;690809 
4594839;294;21;197729;190725;6;690808 
4595543;367;31;198105;190889;9;690810 
4595202;346;64;197793;190910;7;690809 
4594874;232;10;197692;190734;5;690806 
4594921;252;9;197703;190747;6;690806 
4595087;331;16;197936;190763;9;690807 
4595268;287;20;197780;190854;6;690807 
4595535;274;20;198102;190874;7;690808 
4595120;341;22;197768;190866;6;690808 
4595905;514;55;198291;190943;16;690810 
4596735;603;26;197811;191988;10;690811 
4595563;375;73;198073;190962;9;690812 
4595416;473;53;197855;190880;5;690811 
4597551;840;44;199394;191113;9;690812 
4595071;329;27;197794;190863;6;690809 
4594856;362;22;197600;190784;4;690808 
4596606;483;45;198911;190919;7;690808 
4595445;370;39;197871;191091;6;690811 
4595119;452;49;197750;190746;5;690809 
4595459;394;40;197885;190999;5;690814 
4595656;364;61;198104;190972;7;690811 
4595520;381;58;197801;191002;4;690811 
4595303;474;35;197652;190989;7;690811 
4595861;638;39;197945;190950;8;690810 
4595763;774;24;197810;190892;21;690808 
4595373;326;21;197762;190957;12;690808 
4595408;498;16;197746;190911;7;690808 
4594688;277;17;197841;190639;5;690807 
4595173;254;8;197691;190840;5;690806 
4594842;247;10;197706;190710;4;690806 
4595436;476;25;197876;190861;9;690808 
4595091;428;21;197710;190871;6;690809 
4595621;282;34;198108;190974;8;690809 
4595320;410;55;197643;190964;5;690810 
4596111;456;52;198932;190792;7;690811 
4595524;437;50;197937;190960;5;690811 
4595045;359;50;197650;190905;3;690811 
4595315;296;32;197916;190938;6;690808 
4595568;619;39;197667;190948;7;690809 
4595156;381;50;197808;190860;6;690810 
4594889;295;45;197607;190782;3;690809 
4596134;221;8;198692;190840;7;690806 
4595129;426;17;197911;190711;9;690807 
4594941;331;17;197644;190764;4;690807 
4595189;254;8;197690;190872;4;690806 
4595566;312;55;198087;190880;8;690810 
4595349;421;26;198136;190730;19;690809 
4595240;423;20;197862;190846;7;690810 
4596144;352;31;198537;190924;9;690810 
4595541;577;67;197986;190862;7;690812 
4595706;424;56;197929;191093;5;690812 
4595273;401;35;197890;190889;7;690812 
4596446;363;28;198986;190893;12;690808 
4595212;498;27;197630;190869;5;690808 
4595313;499;29;197841;190882;6;690810 
4595408;364;33;197805;190988;5;690808 
4594923;238;9;197541;190800;4;690806 
4595177;342;10;197851;190727;6;690806 
4594958;315;16;197583;190800;6;690807 
4595539;308;16;197926;190929;13;690807 
4595225;487;29;197625;190897;6;690809 
4596233;904;48;198110;190909;8;690808 
4595199;451;53;197874;190850;6;690810 
4596004;510;35;198000;191165;11;690811 
4595549;352;36;197853;191068;5;690812 
4595000;314;54;197783;190855;6;690810 
4595242;402;56;197862;190929;6;690810 
4595349;270;24;197947;190940;6;690808 
4595509;482;35;198006;190783;16;690808 
4595148;279;20;198021;190742;6;690809 
4595091;429;20;197680;190796;7;690807 
4594973;220;10;197691;190781;6;690806 
4594925;243;8;197539;190811;4;690806 
4595073;213;10;197706;190810;7;690806 
4595606;526;26;197994;190956;8;690809 
4595012;315;45;197638;190826;5;690809 
4595079;312;21;197947;190739;6;690808 
4595363;462;48;197937;190820;12;690809 
4595586;523;32;197880;191042;4;690811 
4595033;395;54;197800;190784;7;690812 
4595194;305;48;197774;190914;7;690810 
4595281;451;43;197777;190877;7;690808 
4595490;755;51;197709;190856;12;690809 
4596146;366;33;198720;190822;5;690808 
4595620;517;29;197713;191066;5;690807 
4595333;374;17;198089;190781;10;690809 
4595541;905;47;197677;190776;5;690809 
4595146;303;21;197912;190770;13;690808 
4595095;355;10;197541;190838;10;690806 
4595080;333;16;197769;190754;5;690807 
4595358;427;17;197782;190874;5;690808 
4594989;212;9;197691;190792;6;690806 
4596086;328;26;198557;190953;5;690811 
4595414;361;27;198142;190863;8;690809 
4595101;523;25;197826;190808;7;690810 
4596652;365;41;198893;191101;5;690812 
4595285;372;42;197951;190826;6;690811 
4595826;410;60;198028;191372;5;690812 
4595648;440;31;198021;191053;7;690813 
4595273;347;21;197611;190935;5;690810 
4595353;357;45;197610;191041;4;690809 
4595443;634;28;197870;190934;13;690809 
4597312;361;34;198961;191844;8;690808 
4595190;350;9;197703;190806;9;690806 
4594869;204;5;197692;190744;11;690806 
4595416;329;16;197805;190931;6;690807 
4595372;461;16;197616;190940;6;690807 
4596714;419;47;199637;190716;7;690809 
4595442;434;48;198046;190781;9;690808 
4595288;365;28;197916;190902;6;690810 
4595345;376;38;197835;190981;8;690811 
4595268;433;33;197791;190962;4;690812 
4595024;372;57;197624;190865;5;690811 
4596415;592;40;198004;191630;6;690811 
4595074;442;25;197658;190844;7;690809 
4595481;604;21;197738;190945;10;690808 
4595295;319;44;197786;190896;5;690808 
