CYCLES;0xE1;0xE2;0xE7;0xE0;0x17;Ox12
4595450;305;17;198101;190826;8;690807 
4596205;440;17;198773;190787;7;690807 
4595254;357;5;197691;190834;9;690806 
4597226;412;28;199619;190914;16;690809 
4596571;349;26;199001;191005;6;690809 
4595162;399;24;197845;190880;5;690810 
4595010;388;62;197758;190790;5;690810 
4595104;397;38;197973;190790;10;690811 
4594920;433;37;197697;190894;4;690812 
4596765;504;204;198837;191057;10;690813 
4594964;327;28;197782;190719;6;690808 
4595317;332;26;197907;190869;14;690808 
4595187;387;33;197845;190858;8;690809 
4596179;402;25;197794;191843;5;690809 
4595105;378;8;197692;190782;7;690806 
4594827;345;10;197691;190676;6;690806 
4596559;284;17;197798;192252;8;690808 
4594896;290;12;197612;190781;3;690807 
4595422;439;33;197948;190885;9;690810 
4595124;305;23;197750;190859;5;690808 
4595479;524;55;198195;190749;11;690811 
4595212;397;38;197863;190920;6;690811 
4595271;491;37;197960;190799;7;690812 
4595535;539;40;197920;190910;8;690810 
4595384;368;30;197842;190993;4;690810 
4596174;950;48;197790;191029;7;690808 
4595069;330;25;197614;190895;5;690808 
4595275;468;35;197623;190885;5;690808 
4595200;480;21;197808;190763;7;690807 
4594971;253;4;197691;190771;5;690806 
4595232;537;9;197703;190755;5;690806 
4595238;210;8;197842;190815;6;690806 
4595811;372;30;198337;190965;8;690811 
4596290;555;28;198243;191079;12;690809 
4594830;268;35;197638;190798;3;690808 
4596901;478;32;198945;191111;7;690811 
4595438;476;52;198050;190851;8;690811 
4595365;456;46;197938;190869;8;690811 
4595321;380;44;197787;190936;7;690812 
4594948;322;22;197917;190727;8;690808 
4595360;363;28;197882;190856;5;690809 
4595312;263;21;198043;190798;8;690808 
4596051;230;10;198680;190805;5;690806 
4594895;441;16;197756;190692;5;690807 
4595338;310;15;197780;190883;6;690807 
4595391;376;22;198135;190761;9;690808 
4595444;444;38;197953;190854;12;690809 
4595874;381;23;198450;190858;17;690809 
4595334;371;30;197839;190978;6;690811 
4596303;365;29;198912;190864;7;690810 
4596288;412;57;198785;190929;6;690811 
4595971;520;62;198032;191221;7;690811 
4595293;475;51;197875;190934;7;690812 
4594966;346;35;197617;190824;3;690808 
4595057;462;44;197894;190707;8;690808 
4595195;388;28;197857;190825;5;690810 
4595364;467;20;197800;190868;8;690808 
4595205;455;9;197693;190776;6;690806 
4594969;348;10;197837;190666;4;690806 
4595460;609;17;197794;190837;12;690807 
4595655;449;25;198100;190928;8;690809 
4595296;297;38;197762;190999;6;690809 
4595349;410;21;197786;190891;8;690808 
4595039;334;54;197913;190830;6;690810 
4595756;794;35;197840;191056;5;690811 
4595400;327;46;197849;190992;5;690812 
4595464;453;38;197950;190949;6;690811 
4595324;523;25;197866;190824;6;690809 
4595157;300;22;197759;190887;6;690808 
4595601;489;48;197773;190972;8;690808 
4595375;424;42;197758;190851;6;690807 
4595657;500;17;197838;190944;7;690807 
4594875;238;9;197541;190772;6;690806 
4594941;226;9;197704;190769;6;690806 
4595373;413;21;197890;190778;6;690808 
4596053;325;26;198922;190768;10;690809 
4595468;640;32;197932;190806;8;690809 
4595454;305;49;198070;190854;9;690808 
4595020;365;56;197647;190888;5;690811 
4595725;543;51;198199;190984;6;690813 
4595619;462;54;197811;191033;7;690812 
4595070;292;40;197820;190813;5;690809 
4595433;380;26;197731;191028;7;690809 
4595871;422;53;197646;191602;4;690809 
4595287;557;36;197728;190832;6;690808 
4596031;1563;8;197539;190709;14;690806 
4595014;355;16;197773;190751;7;690807 
4594822;295;17;197656;190735;3;690807 
4595117;283;9;197701;190794;5;690806 
4595630;492;56;197928;191047;10;690809 
4596028;528;52;198178;190944;17;690810 
4595446;301;31;197856;191109;5;690810 
4595301;299;40;197929;190829;8;690809 
4595687;594;40;198089;190908;7;690811 
4596817;524;60;199341;190982;7;690812 
4595242;601;49;197924;190877;7;690815 
4595338;372;44;198147;190748;7;690808 
4595333;350;35;197752;190955;5;690809 
4595291;303;32;197818;190961;5;690810 
4595186;423;47;197651;190967;4;690809 
4595149;329;5;197695;190796;14;690806 
4595169;407;9;197692;190778;7;690806 
4595847;330;12;198254;190940;9;690808 
4595742;498;25;197957;190954;9;690808 
4595454;319;37;197899;190873;5;690810 
4595388;246;17;198051;190857;10;690808 
4595663;581;52;198035;190877;7;690811 
4595869;366;25;198020;191128;6;690811 
4595809;396;30;197988;191108;6;690811 
4595271;345;55;197804;190870;6;690811 
4595971;346;34;198346;190982;9;690809 
4595096;303;20;197751;190856;15;690808 
4595360;316;26;197774;190918;6;690808 
4596247;308;44;198056;191701;7;690809 
4595323;399;15;197816;190852;6;690808 
4595067;397;10;197689;190765;6;690806 
4595064;339;8;197724;190758;4;690806 
4595626;235;30;198573;190698;8;690807 
4596115;373;26;198571;190950;10;690810 
4596201;297;41;198776;190858;5;690810 
4595359;331;26;197756;190908;6;690808 
4595236;529;43;197634;190944;4;690811 
4595444;597;32;198045;190808;6;690811 
4595396;378;36;197773;190995;5;690811 
4594886;547;26;197590;190681;5;690808 
4595341;491;49;197959;190795;7;690810 
4596763;391;52;198969;191032;6;690809 
4595004;273;30;197750;190774;5;690807 
4595019;240;10;197694;190786;7;690806 
4595469;422;12;197931;190836;7;690807 
4595135;290;18;197619;190987;5;690807 
4595164;207;9;197693;190862;5;690806 
4595327;371;27;197776;190856;4;690809 
4595417;550;25;197979;190859;8;690809 
4595405;302;25;198189;190830;6;690811 
4596235;366;30;198885;190870;4;690811 
4595437;358;45;198220;190796;7;690811 
4595368;411;37;198017;190905;6;690812 
4595591;491;25;197895;191085;5;690810 
4596612;413;21;198908;190905;12;690808 
4595127;410;21;197897;190743;12;690808 
4595348;386;50;197984;190831;8;690809 
4595529;463;17;197604;191160;6;690809 
4595357;344;8;197877;190803;8;690806 
4595048;274;16;197757;190923;6;690807 
4595127;439;17;197782;190760;7;690807 
4595049;173;10;197690;190833;5;690806 
4595396;523;33;197921;190814;14;690809 
4595462;307;31;197971;190874;10;690811 
4595196;372;22;197986;190809;7;690811 
4595739;323;45;198858;190652;6;690809 
4595960;330;54;197968;191253;6;690812 
4595659;550;34;198224;190923;7;690811 
4595689;429;36;197835;191357;5;690813 
4594919;417;24;197609;190803;5;690809 
4595109;326;35;197738;190830;8;690808 
4595136;374;26;197896;190841;6;690809 
4594913;307;16;197604;190818;5;690807 
4595354;587;8;197689;190788;5;690806 
4595105;359;8;197689;190772;7;690806 
4595253;463;16;197674;190837;4;690807 
4595374;348;22;197816;190972;5;690809 
4595432;377;41;197941;190973;5;690810 
4595387;324;31;197748;190948;5;690809 
4595468;467;54;197748;191047;3;690811 
4595724;324;35;198073;191037;5;690812 
4596122;532;26;198108;191067;7;690811 
4597932;354;36;199017;192227;9;690810 
4595891;717;29;198036;190959;7;690810 
4595534;338;48;197924;190915;13;690808 
4595092;311;47;197643;190909;5;690808 
4595102;196;12;197759;190860;7;690807 
4596018;348;17;198768;190750;11;690807 
4595143;375;9;197856;190735;8;690806 
4595195;406;8;197554;190848;6;690806 
4594894;283;17;197599;190792;4;690807 
4595515;388;40;197893;190973;4;690811 
4595401;573;32;197821;190865;6;690809 
4595036;294;27;197790;190782;7;690808 
4595448;379;41;197744;191024;8;690811 
4595938;665;53;198389;190867;9;690815 
4595419;392;64;197633;191054;4;690812 
4595134;317;33;197808;190859;7;690809 
4595517;386;26;197862;191063;11;690809 
4595571;412;51;197661;191223;7;690810 
4595134;240;16;197729;190956;7;690807 
4595025;218;10;197690;190792;5;690806 
4594972;422;12;197836;190690;6;690807 
4595099;285;17;197778;190817;4;690807 
4594755;262;4;197555;190734;4;690806 
4594989;277;47;197627;190874;3;690809 
4595299;380;27;198008;190859;8;690809 
4595131;357;27;197836;190831;6;690811 
4595094;282;39;197796;190839;5;690811 
4595514;366;42;197974;190948;10;690812 
4595536;384;48;198798;190692;4;690812 
4595286;364;34;197688;190987;4;690811 
4595052;276;48;197731;190845;9;690808 
4595148;242;34;197776;190869;6;690808 
4597509;524;31;199367;191304;9;690809 
4594304;309;17;197604;190560;3;690807 
4594656;228;8;197692;190659;6;690806 
4594756;212;9;197689;190682;6;690806 
4595204;349;16;197816;190831;4;690808 
4595694;523;27;198000;190997;6;690810 
4595288;486;36;197766;190846;9;690812 
4596352;469;22;198558;190953;13;690808 
4595200;517;27;197679;190857;4;690810 
4595096;453;30;197995;190832;7;690811 
4596794;494;67;199121;190936;6;690811 
4595109;306;21;197949;190777;6;690811 
4595664;427;43;198177;190952;9;690812 
4595180;319;33;197941;190817;12;690808 
4595239;556;21;197766;190827;6;690809 
4596318;269;46;199081;190805;8;690808 
4595166;312;17;197945;190771;5;690807 
4595145;313;8;197678;190813;7;690806 
4595006;200;9;197692;190804;7;690806 
4594985;232;9;197704;190775;6;690806 
4594972;290;26;197823;190796;10;690809 
4595667;465;26;197929;190992;7;690809 
4595212;549;25;197859;190726;8;690809 
4596590;458;50;198958;190957;5;690811 
4595824;816;35;197890;191029;6;690811 
4595383;342;38;197799;191011;5;690811 
4595685;430;31;197906;191040;8;690809 
4594965;439;24;197805;190786;5;690808 
4595271;376;36;197656;190962;6;690809 
4595415;355;34;197782;190927;9;690808 
4595007;204;8;197858;190723;6;690806 
4594822;288;16;197608;190754;6;690807 
4595173;330;17;197638;190877;7;690807 
4594748;210;8;197708;190691;4;690806 
4595194;353;30;197765;190934;4;690810 
4595470;606;26;197650;190969;6;690809 
4595268;324;30;197825;190872;6;690810 
4595339;555;30;197742;190824;7;690809 
4595804;451;41;197943;191049;6;690811 
4595215;559;60;197871;190838;5;690811 
4595193;353;34;198044;190908;8;690812 
4595274;345;20;197741;190909;5;690808 
4595373;354;26;197954;190867;9;690808 
4597235;1469;32;198773;190841;10;690810 
4596975;376;32;197790;192560;6;690809 
4595022;244;9;197695;190791;12;690806 
4594767;230;8;197540;190764;5;690806 
4595263;473;16;197676;190858;5;690807 
4595315;643;23;197961;190691;8;690808 
4595109;488;54;197784;190761;5;690809 
4595015;313;33;197794;190738;6;690809 
4595562;341;31;198224;190904;13;690810 
4595655;518;31;198051;191002;7;690811 
4596238;596;48;198500;190959;8;690811 
4594895;431;54;197791;190760;6;690810 
4597692;394;31;198062;193092;6;690810 
4594718;333;35;197792;190640;14;690808 
4595089;367;33;197744;190798;6;690808 
4595198;337;17;197751;190904;6;690808 
4595458;358;16;197818;190913;5;690807 
4595334;484;9;197830;190779;7;690806 
4594889;191;8;197693;190758;6;690806 
4594955;286;4;197566;190812;5;690806 
4596444;468;26;198977;190897;8;690809 
4595217;397;30;197636;190884;3;690809 
4595174;224;28;197783;190878;5;690808 
4595852;607;52;198089;190953;9;690811 
4595938;451;38;198272;191019;7;690815 
4595378;344;49;197813;190973;5;690812 
4595218;339;49;197796;190830;6;690809 
4595353;322;39;197879;190955;18;690809 
4595322;349;39;197861;190938;8;690810 
4594957;346;35;197752;190743;9;690808 
4594987;230;9;197693;190761;5;690806 
4595112;342;16;197787;190784;11;690807 
4596106;495;18;198652;190981;21;690807 
4594843;204;9;197691;190752;5;690806 
4595380;326;41;197735;190925;4;690810 
4595882;509;53;198306;190917;8;690810 
4595569;366;30;197860;191342;6;690810 
4595315;457;36;197776;190903;9;690812 
4595778;586;49;198102;190894;10;690812 
4596505;421;41;199032;191013;7;690812 
4595703;447;58;198047;191020;6;690813 
4595298;358;49;197778;190935;6;690808 
4595084;246;21;197865;190814;14;690808 
4595302;453;51;197652;190884;7;690809 
4594752;346;21;197571;190739;4;690808 
4595854;319;8;198627;190712;9;690806 
4594705;343;17;197748;190653;6;690808 
4596102;328;13;198721;190833;17;690807 
4595136;343;9;197694;190789;6;690806 
4596656;312;26;198957;191091;18;690809 
4595783;332;39;198049;191043;9;690809 
4595095;396;22;197828;190866;5;690810 
4595207;374;26;197955;190824;6;690811 
4595225;315;34;197631;190985;3;690811 
4595551;428;40;197857;191061;6;690812 
4595492;525;49;197901;190970;14;690813 
4595298;363;32;197597;190997;4;690808 
4595357;341;49;197634;191008;4;690808 
4595788;391;32;198412;190828;10;690809 
4595058;441;16;197737;190769;7;690807 
4595188;569;8;197541;190798;5;690806 
4594929;330;9;197554;190791;7;690806 
4595381;433;16;197813;190884;6;690807 
4595145;294;27;197816;190900;6;690810 
4595977;567;22;198356;190903;7;690809 
4595072;326;42;197796;190808;5;690810 
4595650;397;42;198018;190995;6;690812 
4595332;349;27;197815;190948;5;690812 
4595617;464;50;197949;191008;7;690811 
4595213;332;36;197982;190858;8;690811 
4595371;348;51;197819;190994;6;690810 
4595477;468;47;197734;190929;6;690809 
4594983;295;22;197773;190800;13;690808 
4597550;544;16;197746;193007;6;690807 
4595248;358;17;197892;190787;12;690807 
4595040;268;10;197692;190778;6;690806 
4595159;367;9;197689;190789;6;690806 
4594868;263;48;197630;190856;7;690810 
4594959;363;22;197848;190765;6;690809 
4594908;368;53;197788;190719;6;690809 
4596964;2158;38;197743;190867;5;690808 
4596718;425;30;199153;190985;7;690811 
4595578;465;63;198094;190945;5;690812 
4595168;523;35;197818;190829;8;690812 
4594945;299;43;197750;190785;10;690808 
4595662;441;25;198002;190965;17;690809 
4594982;290;30;197695;190886;9;690810 
4595041;296;21;197570;190855;5;690807 
4595107;231;8;197857;190763;5;690806 
4594989;337;16;197755;190772;15;690807 
4595220;351;17;197784;190828;13;690807 
4594910;260;4;197693;190742;5;690806 
4596401;453;50;198760;190863;8;690809 
4595361;354;39;197983;190865;5;690810 
4595269;342;26;197827;190938;8;690810 
4594901;428;25;197668;190789;4;690810 
4595291;495;38;197922;190794;6;690811 
4595504;395;46;198150;190869;7;690811 
4595711;602;25;197881;191030;5;690811 
4595469;444;33;197950;190924;14;690808 
4595423;313;32;197748;191041;4;690808 
4595385;373;30;197710;191015;5;690809 
4595643;503;17;197944;190872;7;690807 
4595452;299;8;198092;190778;15;690806 
4596398;303;9;198899;190830;6;690806 
4595160;252;16;197821;190844;5;690807 
4595526;520;19;197998;190842;8;690809 
4594967;438;31;197617;190787;6;690811 
4595280;276;35;197768;190903;8;690808 
4595464;358;36;197946;190986;5;690813 
4595737;581;39;197816;191071;6;690810 
4594977;337;51;197810;190867;4;690812 
4596515;395;23;198895;190932;10;690810 
4595322;348;39;197836;190947;6;690810 
4595082;424;34;197622;190829;8;690808 
4595125;404;22;197778;190803;9;690809 
4595043;411;8;197709;190735;9;690806 
4595185;239;17;197781;190870;11;690808 
4595335;246;10;197843;190850;6;690806 
4595017;188;9;197692;190804;6;690806 
4594974;385;48;197914;190777;7;690809 
4596024;552;25;198435;190954;12;690810 
4595354;425;30;197804;190888;5;690809 
4595255;346;33;197901;190808;5;690809 
4595601;698;58;198001;190911;10;690812 
4595466;533;35;197738;191041;6;690811 
4595203;455;30;197787;190885;7;690811 
4595084;369;22;197750;190786;5;690808 
4595745;350;29;197990;191081;8;690810 
4596705;387;33;198964;191035;5;690809 
4595035;553;4;197541;190729;4;690806 
4595253;491;9;197703;190789;14;690806 
4595592;292;13;198416;190772;13;690807 
4595413;590;16;197786;190820;5;690807 
4595005;336;49;197781;190807;5;690810 
4595750;310;50;198121;190941;6;690809 
4595537;360;32;197991;190938;5;690809 
4595909;542;30;197984;191091;10;690812 
4594927;307;21;197795;190883;6;690811 
4595632;381;62;198106;190935;7;690813 
4595593;739;36;197859;190918;7;690812 
4594914;573;26;197960;190615;8;690809 
4595121;269;34;197767;190913;10;690808 
4595226;287;48;197741;190884;6;690808 
4595631;504;25;197818;191050;7;690808 
4594867;240;8;197540;190770;4;690806 
4595301;379;10;197705;190837;12;690806 
4594973;220;8;197552;190851;13;690806 
4595435;684;28;197703;190857;6;690809 
4595524;397;35;197941;190868;7;690809 
4595025;461;30;197625;190811;5;690809 
4595084;339;22;197701;190794;6;690809 
4595123;453;34;197781;190873;3;690812 
4596077;480;31;198402;190954;10;690810 
4595211;352;35;197813;190922;5;690812 
4595213;282;26;197779;191013;4;690808 
4596478;500;28;197852;191970;5;690809 
4595287;399;44;197907;190764;15;690808 
4595016;281;16;197781;190785;4;690807 
4595366;452;5;197810;190787;19;690806 
4595595;417;13;198027;190860;10;690807 
4595066;223;9;197693;190814;10;690806 
4595087;218;8;197702;190834;5;690806 
4596488;347;54;199122;190818;6;690810 
4596198;589;74;198067;191350;7;690819 
4595245;433;34;197812;190850;6;690809 
4595243;407;36;197755;190923;5;690809 
4595308;532;38;197882;190989;5;690812 
4596768;452;39;199165;190979;7;690811 
4595448;501;39;197760;190939;7;690811 
4595226;407;22;197734;190856;5;690808 
4595916;613;261;197873;190951;11;690809 
4595528;449;21;197809;191027;5;690809 
4595042;233;9;197540;190856;4;690806 
4594942;355;8;198012;190603;15;690806 
4594987;281;16;197789;190788;5;690807 
4595240;292;17;197956;190773;6;690807 
4595001;330;20;197598;190823;3;690807 
4595240;331;41;197974;190831;6;690809 
4595246;457;26;197670;190886;11;690809 
4595607;427;22;197842;191016;5;690810 
4596725;354;38;197955;192109;5;690811 
4595538;494;50;198179;190846;8;690811 
4596414;645;40;198655;190935;9;690811 
4595272;320;26;197847;190909;5;690809 
4596464;249;34;199117;190834;5;690808 
4595139;444;22;197731;190798;6;690808 
4595947;434;29;198257;190947;9;690809 
4594998;297;47;197614;190864;6;690809 
4594957;373;9;197551;190774;5;690806 
4597425;1167;17;199282;190806;10;690807 
4594728;273;13;197791;190662;7;690807 
4594965;371;5;197553;190789;5;690806 
4595881;377;26;198095;191098;12;690809 
4595687;351;42;198015;191013;9;690809 
4594880;405;22;197672;190842;5;690810 
4595635;366;40;198415;190842;7;690811 
4595320;508;64;197660;190941;5;690811 
4595767;415;39;198022;191067;8;690811 
4595752;576;58;198049;190960;6;690812 
4595248;492;35;197801;190847;8;690808 
4595153;287;34;197761;190916;7;690808 
4595053;415;26;197999;190697;8;690809 
4595602;414;47;197666;191128;5;690808 
4594669;192;8;197540;190734;4;690806 
4595005;338;8;197539;190793;6;690806 
4595300;293;18;197921;190829;9;690807 
4595607;553;25;197908;190907;6;690809 
4595971;287;51;198112;191318;10;690810 
4595461;278;25;198117;190850;15;690809 
4595675;508;27;197853;190994;6;690810 
4596609;468;36;198818;191191;4;690811 
4595666;510;35;198000;191011;6;690811 
4595199;291;43;197757;190934;4;690810 
4595553;566;30;198021;190902;8;690809 
4595165;301;32;197762;190876;6;690808 
4595462;434;47;197739;190948;9;690808 
4595103;301;22;197896;190731;10;690808 
4595290;338;18;197794;190880;16;690808 
4595272;237;9;198022;190764;6;690806 
4595150;210;9;197700;190845;4;690806 
4595114;236;10;197692;190847;8;690806 
4596576;352;26;198000;191942;7;690809 
4595508;520;49;197925;190841;7;690809 
4595420;271;23;197902;190928;6;690808 
4595420;417;41;197822;190906;7;690810 
4595233;377;31;197879;190913;4;690811 
4595661;352;44;198186;190906;8;690811 
4595446;536;31;197781;190938;8;690811 
4595266;417;35;197891;190794;12;690809 
4595252;410;39;197653;190921;3;690811 
4594978;262;34;197590;190893;3;690809 
4595141;433;21;197722;190752;6;690807 
4595008;233;9;197702;190784;4;690806 
4595014;318;17;197757;190756;6;690808 
4594993;213;9;197561;190840;4;690806 
4595243;421;22;197747;190862;8;690809 
4595715;441;49;197967;191010;7;690809 
4595146;374;30;198025;190821;5;690810 
4595973;992;22;197732;191155;7;690809 
4595279;565;44;197846;190874;6;690812 
4595405;431;36;197740;191046;3;690811 
4595085;589;57;197888;190730;5;690812 
4594880;388;41;197598;190773;4;690808 
4595327;355;48;197738;190961;5;690808 
4595143;284;53;197837;190829;7;690809 
4595648;267;20;198384;190783;9;690808 
4595804;244;8;198633;190728;7;690806 
4595011;389;4;197689;190733;6;690806 
4595303;293;16;197793;190894;7;690807 
4594918;329;26;197649;190828;4;690808 
4595613;383;29;197940;191107;11;690809 
4595413;312;32;198255;190759;10;690809 
4594600;342;39;197714;190704;6;690811 
4596191;445;34;198271;191130;8;690811 
4595614;632;47;197933;190919;9;690811 
4594863;423;37;197656;190718;4;690810 
4594924;511;45;197848;190727;8;690811 
4594893;303;21;197609;190791;6;690809 
4595862;349;47;197766;191404;6;690808 
4595599;440;23;197587;191231;8;690808 
4595237;441;17;197800;190818;14;690807 
4595013;220;8;197707;190785;13;690806 
4594763;227;8;197973;190599;9;690806 
4595119;386;8;197694;190766;7;690806 
4597279;462;36;199655;190952;11;690811 
4594612;425;31;197927;190563;11;690809 
4595233;371;23;197599;190971;5;690809 
4595920;533;37;197958;191066;7;690810 
4595463;399;35;197952;191022;6;690812 
4595453;329;38;197874;190966;6;690812 
4595095;362;53;197795;190811;5;690810 
4595406;272;21;197804;191031;12;690808 
4595954;415;50;198385;190913;7;690810 
4596323;410;34;198690;190963;11;690809 
4595160;328;9;197694;190814;6;690806 
4595259;322;16;197758;190875;11;690807 
4595614;819;17;197663;190879;4;690807 
4594900;268;9;197700;190737;4;690806 
4595023;288;28;197619;190923;7;690809 
4595080;378;53;197825;190792;6;690809 
4595341;335;30;197862;190880;5;690810 
4595432;451;44;197778;190947;5;690810 
4595110;367;43;197787;190823;4;690811 
4596382;404;60;197903;192052;5;690811 
4595589;358;48;197953;191066;6;690813 
4595005;441;21;197586;190791;5;690808 
4596341;456;28;198834;190881;10;690808 
4595991;651;34;197819;191131;11;690809 
4595490;444;20;197835;190979;7;690808 
4595086;189;8;197705;190840;12;690806 
4595191;228;9;197693;190863;5;690806 
4594876;325;16;197800;190688;6;690807 
4595438;523;31;197945;190887;7;690811 
4595190;287;33;197948;190815;15;690810 
4595142;302;50;197801;190823;6;690808 
4595438;563;41;197908;190887;5;690812 
4596979;660;30;198996;191102;7;690811 
4595483;523;57;197793;190984;5;690812 
4595192;386;31;197787;190853;5;690810 
4596329;401;36;198791;190936;4;690811 
4594985;308;49;197614;190821;7;690808 
4595032;415;44;197634;190803;6;690808 
4595069;283;44;197741;190830;7;690808 
4595037;409;16;197769;190734;6;690807 
4595342;427;8;197696;190827;5;690806 
4595287;442;4;197693;190826;6;690806 
4595499;444;9;197691;190888;15;690806 
4595508;374;26;198019;190900;6;690809 
4595700;562;40;198109;190858;8;690809 
4595082;410;36;197811;190728;6;690808 
4596403;602;26;198721;190942;6;690811 
4595704;531;38;197892;191128;6;690812 
4596315;451;34;198782;190902;6;690812 
4595217;346;30;197780;190882;6;690810 
4595149;373;17;197750;190880;5;690808 
4595731;502;200;197974;190916;7;690810 
4595207;475;33;197731;190820;5;690808 
4595447;468;10;197867;190800;6;690806 
4595249;436;13;197713;190803;6;690806 
4594636;307;13;197797;190629;14;690807 
4595362;340;9;197692;190873;13;690806 
4595123;484;27;197610;190871;5;690810 
4595112;345;37;197849;190826;7;690809 
4595124;338;30;197835;190842;7;690810 
4595271;339;36;197928;190856;5;690809 
4595500;480;40;197964;190931;7;690812 
4595997;454;60;198514;190926;9;690811 
4595486;408;47;197770;191112;3;690814 
4595407;409;33;197751;190975;5;690808 
4595447;408;22;198094;190820;8;690808 
4595484;526;27;197801;190902;8;690811 
4595146;268;20;197737;190894;9;690808 
4594841;184;9;197540;190801;4;690806 
4595577;275;17;198123;190849;5;690807 
4594991;328;21;197630;190806;4;690807 
4595012;343;9;197705;190760;7;690806 
4595288;449;39;197923;190791;18;690810 
4595441;473;23;197812;190963;10;690809 
4596740;629;26;197826;192038;7;690812 
4595350;348;39;197893;190930;6;690810 
4595228;509;44;197810;190886;5;690811 
4594982;249;8;197691;190777;4;690806 
4595522;385;40;198090;190873;8;690809 
4595694;388;21;198117;190930;13;690809 
4595033;344;30;197610;190890;5;690809 
4596426;224;18;199010;190881;5;690809 
4596857;990;32;198949;191204;18;690811 
4596369;551;53;197999;191559;6;690814 
4595460;487;42;197797;191037;6;690812 
4595224;287;35;197771;190871;6;690809 
4595329;333;52;197838;190861;14;690810 
4595617;551;52;197838;190972;6;690809 
4595116;343;34;197793;190785;7;690808 
4594786;354;8;197539;190709;5;690806 
4595182;347;16;197746;190798;5;690807 
4595248;460;12;197781;190823;9;690808 
4594910;260;8;197692;190734;5;690806 
4595649;550;27;198138;190850;11;690810 
4595374;429;48;198265;190708;16;690809 
4595052;367;26;197862;190810;6;690810 
4595313;299;54;197817;191001;5;690813 
4595192;486;34;197838;190826;9;690812 
4594836;382;61;197870;190757;7;690813 
4595301;399;56;197843;190952;12;690812 
4594662;321;35;197752;190747;6;690809 
4595296;336;43;197756;190966;6;690808 
4595359;324;25;197841;190980;6;690809 
4595040;289;12;197955;190770;5;690807 
4595173;369;10;197691;190791;5;690806 
